"COMID","FromNode","ToNode","Hydrosq","AreSqKM","cum_totco2g_m2_day","TOT_urban16","TOT_forest16","TOT_wetland16","TOT_agrc16","TOT_shrub16","CAT_STREAM_LENGTH","CAT_STREAM_SLOPE","TOT_STREAM_LENGTH","TOT_STREAM_SLOPE","CAT_BASIN_AREA","TOT_BASIN_AREA","totco2g_m2_day_fill","logQ_m3_div_s","logDA_km2","logw_m","length_m","logwbkf_m","logd_m","logK_m_div_s","D50_m","StreamOrde","pred_annual_DOC","pred_annual_DO","no3_conc_mg_l","logRT_total_hz_s","logq_hz_total_m_s","totco2_o2g_m2_day","totco2_ang_m2_day"
"24125363",50102455,50102454,50052736,0.6687,712.211799970616,3.89,10.98,1.07,0,7.21,0.558,0.01,40.12,0.045862,0.67,44.82,39.680055663491,-0.153118340722248,1.65148929339428,0.737622247969988,558,0.936284777824688,-0.438786870412653,-1.46487214723191,0.00660316840673955,3,1.2901126251879,11.601963342604,0.12803605469734,4.55158519711255,-3.51109862948679,39.5545290237899,0.125526639701166
"24125365",50102456,50102455,50056443,1.3437,656.236356805992,3.86,13.09,1.3,0,6.84,1.229,0.05,30.51,0.054081,1.34,31.4,21.2896219298171,-0.285504022295042,1.4969932661719,0.656297254213914,1229,0.864839685606921,-0.499229554274577,-2.17086716262664,0.00987777843980576,3,1.3563758177134,11.6304978331697,0.12437002175648,4.49869032338795,-3.89746833449242,21.220413563717,0.0692083661000194
"24125367",50102457,50102456,50060892,0.0819,627.923606817596,4.04,14.39,1.42,0,7.12,0.192,0,27.27,0.053539,0.08,27.68,71.4527740478516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125369",50102458,50102457,50066356,0.0261,552.773595535263,4.29,15.49,1.49,0,7.03,0.141,0.05,24.4,0.055328,0.03,25.64,150.983947753906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125371",50102459,50102458,50073339,0.5472,398.446500248848,4.34,15.76,1.62,0,7.26,0.968,0.05,21.2,0.054717,0.55,23.8,26.122537889152,-0.410664313529689,1.3766189246635,0.592933537051977,968,0.809173814552894,-0.546322987120781,-2.04620768226131,0.00699261484890083,3,1.42595628045399,11.774827507568,0.124101234521576,4.42118080299445,-3.84677406188053,26.0367691273988,0.0857687617532582
"24125373",50102460,50102459,50082587,1.935,138.316546038347,4.34,21.06,2.22,0,8.2,1.561,0.03,11.75,0.028085,1.94,15.58,16.8444407837618,-0.623934411596028,1.1926650053248,0.496102235881418,1561,0.724106224354888,-0.618290330238113,-2.23237343662078,0.00282144329900312,2,1.41600887098153,11.7072316916704,0.127243831696896,4.68785417668472,-4.09248209242761,16.7883096070655,0.0561311766963673
"24125375",50102461,50102460,50117572,4.4748,6.68389627909051,3.47,18.91,2.39,0,2.68,3.084,0.04,5.24,0.013359,4.47,6.81,4.96470387847269,-1.04172075222807,0.833395755623571,0.306986890885221,3084,0.557965870215123,-0.758845385687606,-2.67350662998956,0.00149798114478262,1,1.4245302703765,11.9052923960811,0.121230082106032,4.89725078439761,-4.5831390088521,4.94897408903865,0.0157297894340373
"24125377",50210046,50102461,50164918,2.3391,1.71919240061783,4.81,49.94,3.85,0,2.04,2.16,0.03,2.16,0.013889,2.34,2.34,1.71919240061783,-1.48462175313761,0.369048788940337,0.0625598020785275,2160,0.343233411056336,-0.940509454647769,-2.65079317015744,0.001208831,1,1.68490379399038,12.2169685616567,0.133985478148556,4.77355797537276,-4.94059563797159,1.71308175656056,0.00611064405726194
"24125379",50102462,50102378,50008224,1.7127,80518.1935653432,5.36,55.47,1.28,5.7,19.03,1.419,0.01,2226.6,0.047642,1.71,3082.25,65.4290155358073,1.91414566689254,3.4888683403194,1.70479818255662,1419,1.78596174238255,-0.0727764031892789,-1.16422539780228,0.0312399669,6,2.56878663776231,11.0872128600401,0.179661172113276,5.00975797922816,-3.04897758043181,64.688503497936,0.740512037871334
"24125381",50102463,50102462,50008258,0.2925,80325.7674385802,5.36,55.54,1.28,5.7,18.98,0.69,0,2222.28,0.047618,0.29,3078.35,70.3756866455078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125383",50102464,50102463,50008291,1.6578,80255.3917519347,5.36,55.54,1.28,5.7,18.98,0.276,0,2221.59,0.047633,1.66,3078.06,46.0364761352539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125385",50102465,50102464,50008326,0.1845,80209.3552757995,5.36,55.57,1.27,5.66,18.98,0.201,0,2221.32,0.047638,0.18,3076.4,72.8143463134766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125387",50102466,50102465,50008362,0.0675,80028.002330631,5.36,55.65,1.27,5.66,18.92,0.138,0,2218.49,0.047654,0.07,3072.42,112.682228088379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125389",50102467,50102466,50008397,0.2457,79915.3201025426,5.36,55.65,1.27,5.66,18.92,0.273,0,2218.35,0.047657,0.25,3072.35,82.51123046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125391",50102468,50102467,50008433,0.3303,79832.8088720739,5.36,55.65,1.27,5.66,18.91,0.155,0,2218.07,0.047663,0.33,3072.1,84.1565780639648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125393",50102469,50102468,50008471,0.1629,79748.6522940099,5.36,55.66,1.27,5.66,18.91,0.136,0,2217.92,0.047666,0.16,3071.77,75.9933471679688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125395",50102470,50102469,50008509,5.7168,79672.658946842,5.36,55.66,1.27,5.66,18.91,1.136,0,2217.78,0.047669,5.72,3071.61,40.1280166707757,1.91411224699563,3.48736607281775,1.70400740561958,1136,1.78526703429121,-0.0733630137999993,-1.16422539780228,0.0102954251,6,2.56017771161256,11.0916014183517,0.179400941083904,5.35688909452985,-3.26893963888853,39.6789978794018,0.449018791373892
"24125397",50102471,50102470,50008547,22.086,79632.5309301712,5.37,55.77,1.26,5.63,18.84,0.588,0,2216.65,0.047694,22.09,3065.89,47.1265620813588,1.91409920804225,3.48655702218877,1.7035815303493,588,1.78489289718338,-0.0736789347222832,-1.16422539780228,0.0147835299,6,2.56310769797833,11.0913468029878,0.179235606794866,5.26262177129441,-3.19871870555224,46.5976549894482,0.528907091910581
"24125399",50102472,50102471,50008589,0.0621,79585.4043680898,5.37,56.18,1.26,5.46,18.68,0.125,0,2216.06,0.047706,0.06,3043.81,88.6036682128906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125401",50102473,50102472,50008630,0.0252,79496.8006998769,5.37,56.18,1.26,5.46,18.68,0.088,0,2215.93,0.047709,0.03,3043.75,80.1479721069336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125403",50102474,50102473,50008669,0.1485,79416.65272777,5.37,56.18,1.26,5.46,18.68,0.265,0,2215.85,0.047711,0.15,3043.72,38.427796918782,1.91398603746596,3.48340468374851,1.70192217438669,265,1.78343513082773,-0.0749098707108862,-1.51135186158835,0.0061055446,6,3.14778862623515,11.1237489228645,0.178445591579198,5.80151150203156,-3.69680912821622,37.6243424338252,0.8034544849568
"24125405",50102475,50102474,50008708,0.0279,79378.2249308512,5.37,56.18,1.25,5.46,18.68,0.08,0,2215.58,0.047717,0.03,3043.57,56.9646342841418,1.91398588755184,3.48338349444529,1.70191102057269,80,1.78342533205329,-0.0749181447682797,-1.33585709548106,0.0078352798,6,3.14778862623515,11.1237421908162,0.178441973200578,5.49690637165817,-3.49270354142842,55.7735518561078,1.19108242803403
"24125407",50102476,50102475,50008751,0.8172,79321.2602965671,5.37,56.18,1.24,5.46,18.68,0.886,0,2215.5,0.047718,0.82,3043.54,52.3410871626133,1.91398588755184,3.48337951330932,1.7019089249469,886,1.78342349101808,-0.0749196993582888,-1.16422539780228,0.0115743274,6,3.14778862623515,11.1237408443668,0.178441826336486,5.21612734308648,-3.24429043625763,51.2467473119836,1.09433985062968
"24125409",50102477,50102476,50008794,0.4005,79268.9192094045,5.37,56.2,1.24,5.44,18.69,0.362,0,2214.62,0.047737,0.4,3042.73,55.1017093888257,1.91398513797944,3.48326288836024,1.7018475348683,362,1.78336955901483,-0.0749652394348543,-1.16422539780228,0.0170601991,6,2.75137385366891,11.1285654049302,0.178422995216368,5.06038971339715,-3.16942845966247,54.3557318664074,0.745977522418284
"24125411",50102478,50102477,50008838,0.0576,79213.8175000156,5.37,56.2,1.23,5.43,18.69,0.069,0,2214.25,0.047745,0.06,3042.33,74.1326675415039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125413",50102479,50102478,50008885,0.0216,79139.6848324741,5.37,56.2,1.23,5.43,18.69,0.079,0,2214.18,0.047747,0.02,3042.27,95.3785858154297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125415",50102480,50102479,50008929,0.6777,79044.3062466587,5.37,56.2,1.23,5.43,18.69,1.353,0,2214.11,0.047748,0.68,3042.25,41.9858395672519,1.91398468823495,3.48319441441079,1.7018114909414,1353,1.78333789394408,-0.0749919774231832,-1.16422539780228,0.0106595545,6,2.66134454105925,11.1285438541976,0.148250919641316,5.25836211866106,-3.25991771835817,41.4993356201459,0.486503947106027
"24125417",50102481,50102480,50008972,1.5948,79002.3204070914,5.37,56.22,1.23,5.42,18.69,0.443,0,2212.75,0.047778,1.59,3041.57,64.6980450083263,1.91398393866047,3.48309765888899,1.70176055990875,443,1.78329315035227,-0.0750297588516873,-1.26288467257172,0.0086915896,6,2.60403683707407,11.1285133181718,0.148242508969284,5.48806803201331,-3.39854659861766,63.9912438102535,0.706801198072828
"24125419",50102482,50102481,50009018,0.1683,78937.6223620831,5.37,56.25,1.23,5.39,18.69,0.43,0,2212.31,0.047787,0.17,3039.97,57.6254950939389,1.91398213967582,3.48286988351829,1.70164066148202,430,1.78318781798446,-0.0751187013419448,-1.16422539780228,0.0150370503,6,3.14563458684934,11.1284414417613,0.148089894807118,5.14291060174669,-3.19284057579805,56.5368872937302,1.08860780020875
"24125421",50102483,50102482,50009064,6.1992,78255.5986850739,5.36,56.47,1.23,5.23,18.59,2.508,0,2202.77,0.047958,6.2,3025.58,37.1056361400434,1.91386279039651,3.48284583930534,1.70162800487523,2508,1.7831766989865,-0.0751280902232301,-1.21094094756484,0.0093575734,6,2.68995041624375,11.1326542176698,0.14722901142991,5.40304826476565,-3.33025443040685,36.6646045210169,0.441031619026489
"24125423",50102484,50102483,50009109,0.4428,76851.7340498213,5.33,58.8,1.27,4.14,18.63,1.02,0,2092.31,0.049467,0.44,2885.54,51.6424957034365,1.87823494548184,3.42898965809495,1.67327870891335,1020,1.75827146419017,-0.0961580379813841,-1.16422539780228,0.0106701989,6,3.1409454014704,11.1650680098845,0.13950082914141,5.20013372931695,-3.24736223410051,50.7181028580526,0.92439284538391
"24125425",50102485,50102484,50009157,0.351,76800.0915541178,5.33,58.81,1.27,4.14,18.63,0.346,0,2091.29,0.049491,0.35,2885.09,141.717030476906,1.87823445714885,3.42891803747512,1.67324100861409,346,1.7582383439742,0.256587409605191,-1.16422539780228,0.0133742369,6,3.1409454014704,11.1650467054882,0.139496780066792,6.29427376543293,-3.54921697619445,139.180569144909,2.53646133199739
"24125427",50102486,50102485,50009203,0.882,76658.3745236409,5.33,58.81,1.26,4.13,18.64,0.667,0,2090.94,0.049499,0.88,2884.74,177.240460777661,1.87823413159341,3.42886125663939,1.67321111981246,667,1.75821208626313,0.256565195519199,-1.16422539780228,0.0895180439,6,3.1409454014704,11.1650301331047,0.139493572175804,5.55698273025663,-3.17672672742073,174.068149759961,3.17231101769953
"24125429",50102487,50102486,50009250,0.1998,76377.9771239548,5.31,58.87,1.26,4.08,18.65,0.478,0,2088.31,0.049533,0.2,2881.99,200.09054013234,1.87823103880488,3.4284166536526,1.6729770857355,478,1.75800648420356,0.256391255791549,-1.16422539780228,0.1832913682,6,2.59692568570564,11.1697607712297,0.139158973112122,5.27960683730391,-3.035810966077,198.000029374531,2.09051075780895
"24125431",50102488,50102487,50009304,0.0828,69052.7548832592,5.3,59.19,1.32,4.23,17.9,0.084,0,1918.13,0.050711,0.08,2676.49,161.672866821289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125433",50102489,50102488,50009357,1.656,68891.082016438,5.3,59.2,1.32,4.23,17.9,0.342,0,1918.05,0.050713,1.66,2676.41,134.904815673828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125435",50102490,50102489,50009410,9.0855,68756.1772007641,5.28,59.23,1.32,4.2,17.91,0.862,0,1917.71,0.050722,9.09,2674.75,177.895585168407,1.87821964413141,3.42728342350664,1.67238056596602,862,1.7574824336261,0.2559479080025,-1.16422539780228,0.1332709397,6,2.63304757569483,11.1978214046236,0.138364879216164,5.45301119802106,-3.09826135762326,175.992720884478,1.90286428392888
"24125437",50102491,50102490,50009464,0.1494,68346.183967565,5.28,61.33,1.35,3.15,18.32,0.355,0,1851.48,0.052023,0.15,2581.03,226.899678349244,1.87733972410772,3.41179227847861,1.66422619918178,355,1.75031871359404,0.249887387229447,-1.16422539780228,0.1367644075,6,3.14713792771045,11.2555082541741,0.133289583189628,5.21884994838777,-3.07822173424592,223.057838456749,3.84183989249514
"24125439",50102492,50102491,50009519,0.4779,68020.2295839088,5.28,61.86,1.36,2.77,18.24,1.072,0,1849.28,0.052074,0.48,2557.47,153.632122981077,1.87699590824686,3.40781019138113,1.66213007273658,1072,1.74847723854116,0.248329495846776,-1.16422539780228,0.0590858654,6,3.12778673920512,11.2591165465185,0.131344923730086,5.88636232016478,-3.23824621479524,151.1017099374,2.530413043677
"24125441",50102493,50102492,50009573,0.3195,67866.5974609277,5.27,61.87,1.35,2.76,18.25,0.482,0.01,1848.21,0.052104,0.32,2556.99,254.574439922787,1.87699541851925,3.40772902956982,1.66208735006004,482,1.74843970609973,0.248297743315363,-1.16422539780228,0.2698133906,6,2.58727423508314,11.2590909063202,0.131338120579514,5.26919213614323,-2.94095399217507,252.079141927063,2.49529799572368
"24125443",50102494,50102493,50009627,0.0936,67612.0230210049,5.27,61.88,1.35,2.76,18.25,0.213,0,1847.72,0.052113,0.09,2556.67,210.221481323242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125445",50102495,50102494,50009681,0.6777,67401.8015396817,5.27,61.88,1.35,2.76,18.25,0.272,0,1847.51,0.052119,0.68,2556.58,164.765029907227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125447",50102496,50102495,50009735,0.0108,67237.0365097745,5.27,61.9,1.35,2.74,18.25,0.07,0,1847.24,0.052126,0.01,2555.9,271.312744140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125449",50102497,50102496,50009791,0.0153,66965.7237656339,5.27,61.9,1.35,2.74,18.25,0.051,0,1847.17,0.052128,0.02,2555.89,269.328887939453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125451",50102498,50102497,50009850,28.7919,66696.3948776944,5.27,61.9,1.35,2.74,18.25,0.066,0,1847.12,0.05213,28.79,2555.87,168.288879394531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125453",50102499,50102498,50009913,0.0162,66528.1059982999,5.33,62.17,1.36,2.7,18.04,0.029,0.02,1847.05,0.052132,0.02,2527.08,334.823361398367,1.8746278342364,3.40261919686466,1.65939759084543,29,1.74607671673747,0.246298649836718,-1.16422539780228,1.3944384518,6,3.13119067942176,11.2574836326537,0.130462026706182,4.26294895448045,-2.90715073479481,329.310959128942,5.51240226942541
"24125455",50102500,50102499,50009970,0.0945,66193.2826369015,5.33,62.17,1.36,2.7,18.04,0.119,0.01,1847.02,0.052122,0.09,2527.07,328.079123233609,1.8746278342364,3.40261641278587,1.65939612533727,119,1.74607542926899,0.246297560618829,-1.16422539780228,0.6732187759,6,3.13119067942176,11.2574830921087,0.130461974563608,4.41404542388168,-2.90773240844075,322.678194726236,5.40092850737354
"24125457",50102501,50102500,50010026,0.6885,65865.2035136679,5.33,62.18,1.36,2.7,18.04,0.069,0,1846.9,0.05212,0.69,2526.97,204.239959716797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125459",50102502,50102501,50010089,0.0225,65660.9635539511,5.33,62.19,1.36,2.67,18.04,0.043,0,1846.83,0.052122,0.02,2526.28,271.325042724609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125461",50102503,50102502,50010150,0.0054,65389.6385112265,5.33,62.19,1.36,2.67,18.04,0.042,0,1846.79,0.052123,0.01,2526.26,249.435623168945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125463",50102504,50102503,50010212,0.0918,65138.334409456,5.32,62.24,1.35,2.64,18.06,0.241,0,1844.62,0.052184,0.09,2524.31,207.569305419922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125465",50102505,50102504,50010275,0.0801,64930.7651040361,5.32,62.24,1.34,2.64,18.06,0.131,0,1844.38,0.052191,0.08,2524.22,170.910587098087,1.87462471565893,3.4021267561008,1.65913837549365,131,1.74584899259195,0.246105994757443,-1.16422539780228,0.0707562865,6,3.12770697820493,11.2573289495621,0.13025895084036,4.18231795180141,-3.20391379384596,168.108332324024,2.8022547740634
"24125467",50102506,50102505,50010341,0.0216,64759.854516938,5.32,62.24,1.34,2.64,18.06,0.069,0,1844.25,0.052195,0.02,2524.14,272.312652587891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125469",50102507,50102506,50010406,0.2304,64487.5418643501,5.32,62.25,1.34,2.63,18.06,0.065,0,1844.18,0.052197,0.23,2524.12,228.971725463867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125471",50102508,50102507,50010471,26.3682,64258.5701388863,5.31,62.25,1.34,2.63,18.06,1.438,0,1844.12,0.052198,26.37,2523.89,198.459347899923,1.87462438738628,3.40206961415808,1.6591082966093,1438,1.74582256789068,0.246083639429442,-1.16422539780228,0.1578985717,6,2.56816432449104,11.2621720099533,0.130215802070336,5.3592459384814,-3.0465353809103,196.558337259366,1.90101064055697
"24125473",50102509,50102508,50010534,0.0693,64060.1107909863,5.31,62.88,1.34,2.22,17.95,0.311,0,1841.65,0.052252,0.07,2497.21,65.2260552577237,1.87416636963024,3.3974543175598,1.65667885571178,311,1.74368827164368,0.244278020743214,-1.33420921475991,0.0078536532,6,2.58287450262226,11.2655812494248,0.127829283528048,6.74866290634123,-3.79946275539819,64.5977822103686,0.628273047355146
"24125475",50102510,50102509,50010605,0.261,63994.8847357286,5.31,62.88,1.34,2.22,17.95,0.241,0,1841.34,0.052261,0.26,2497.14,152.909626028051,1.87416636963024,3.39744226527864,1.65667251152477,241,1.74368269819073,0.244273305576113,-1.16422539780228,0.0861621715,6,2.63575028024736,11.2655774203047,0.127829060986536,5.29536104427065,-3.16308081491648,151.358455529998,1.55117049805312
"24125477",50102511,50102510,50010673,0.1305,63737.7924543661,5.31,62.89,1.34,2.21,17.95,0.136,0.01,1841.03,0.05227,0.13,2496.88,332.505035596688,1.87416604101096,3.39739687056816,1.65664861625308,136,1.74366170587569,0.244255546050358,-1.16422539780228,0.4435429428,6,3.09675515587871,11.2655631969187,0.127824752695964,4.50079877901225,-2.90534313925645,327.275613414449,5.22942218223861
"24125479",50102512,50102511,50010743,1.9197,63405.2874187694,5.31,62.89,1.34,2.21,17.95,0.383,0,1840.9,0.052268,1.92,2496.74,230.840557123062,1.87416587670094,3.39737417143347,1.65663666768054,383,1.74365120889528,0.244246665569673,-1.16422539780228,0.2237623588,6,2.62697926930375,11.2655555375589,0.127822091511964,5.08130567840677,-2.9759674170243,228.518373700301,2.32218342276125
"24125481",50102513,50102512,50010815,0.0162,63174.4468616463,5.3,62.94,1.34,2.16,17.96,0.029,0,1840.52,0.052279,0.02,2494.83,302.082458496094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125483",50102514,50102513,50010889,0.0972,62872.3644031503,5.3,62.94,1.34,2.16,17.96,0.139,0.02,1840.49,0.05228,0.1,2494.81,278.48196873776,1.87416176893825,3.39703730209518,1.65645934340026,139,1.74349542714883,0.24411487391288,-1.16422539780228,0.9828325944,6,2.5627207729386,11.270310823737,0.127586898315418,4.66793051703375,-2.9028908825615,275.856630459324,2.6253382784356
"24125485",50102515,50102514,50010964,0.3753,62443.8394167222,5.3,63.41,1.34,1.79,17.92,0.518,0,1823.45,0.052143,0.38,2473.31,181.650588989258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125487",50102516,50102515,50011040,0.3276,62262.1888277329,5.3,63.42,1.33,1.79,17.92,0.414,0,1822.93,0.052158,0.33,2472.94,139.044433315876,1.87363499619208,3.39321308763515,1.65444631935897,414,1.7417269586667,0.242618746231183,-1.16422539780228,0.0739103866,6,2.52073889671214,11.2788299231004,0.125723016601336,5.7202071470092,-3.1901532745382,137.796241254212,1.24819206166477
"24125489",50102517,50102516,50011121,0.2556,62123.144394417,5.3,63.43,1.32,1.79,17.92,0.537,0,1822.52,0.05217,0.26,2472.61,144.041420773244,1.88339481885791,3.39315555107621,1.65441603275302,537,1.74170035147923,0.24259623650538,-1.16422539780228,0.0700337408,6,2.56138912395489,11.2788116934112,0.125718659245184,5.8241866796252,-3.19830534840697,142.697228724082,1.34419204916208
"24125491",50102518,50102517,50011200,4.2723,61979.1029736438,5.3,63.44,1.32,1.79,17.93,2.856,0,1821.98,0.052185,4.27,2472.35,171.445892571753,1.88339449714789,3.39311065462048,1.65439239975709,2856,1.74167958957695,0.242578671875672,-1.16422539780228,0.1167889346,6,2.50250767789356,11.278797328912,0.125712356813014,5.5574508604738,-3.0997167884221,169.933233306914,1.5126592648392
"24125493",50102519,50102518,50011281,2.6001,61807.657081072,5.29,63.54,1.31,1.72,17.95,0.523,0,1819.12,0.052267,2.6,2468.08,223.035902670115,1.88338886718479,3.39235953188952,1.65399701708931,523,1.74133224062731,0.242284814003851,-1.16422539780228,0.2043556925,6,2.54677330314428,11.2834221229849,0.125508349366468,5.21447828311418,-2.99127866846424,220.987774716022,2.04812795409355
"24125495",50102520,50102519,50011361,1.2015,61584.2439569175,5.29,63.76,1.31,1.64,18.01,1.162,0,1812.33,0.052297,1.2,2459.61,179.378667542011,1.88334318135488,3.3908660911674,1.65321088647104,1162,1.740641614389,0.24170054289172,-1.16422539780228,0.0314155242,6,2.54350145289326,11.2878134510351,0.125050862231196,6.06969118465827,-3.3565932229697,177.741453020003,1.6372145220077
"24125497",50102521,50102520,50011443,2.9916,61404.8652893755,5.29,63.79,1.31,1.6,18.02,0.224,0,1811.17,0.052331,2.99,2458.41,125.318166566631,1.8833414117367,3.39065388984227,1.65309918604901,224,1.74054348407772,0.241617524466152,-1.16422539780228,0.0664941925,6,2.44446998036807,11.2877467901792,0.12492536303913,5.64946812208907,-3.21271441204045,124.277265698302,1.04090086832869
"24125499",50102522,50102521,50011524,3.4623,61279.5471228089,5.28,63.87,1.31,1.61,18.04,1.925,0,1810.95,0.052337,3.46,2455.42,170.872117397713,1.88331953222469,3.39012508146885,1.65282082719125,1925,1.74029894210675,0.241410641500185,-1.16422539780228,0.121410348,6,2.49796595371796,11.2875805518995,0.12484119477893,5.62303617878612,-3.08665162169633,169.380185857631,1.49193154008164
"24125501",50102523,50102522,50011607,3.0618,57212.123797091,5.26,63.99,1.39,1.57,17.66,2.388,0,1667.49,0.053769,3.06,2228.26,154.477340673979,1.83859521676239,3.34796543544266,1.63062845751366,2388,1.72080264920936,0.224916740640915,-1.16422539780228,0.0873955008,6,2.50987729698342,11.2979915295256,0.12267580973282,5.68953507555732,-3.1340851912336,153.126996837238,1.35034383674064
"24125503",50102524,50102523,50011692,0.2214,57057.646456417,5.27,64.08,1.38,1.53,17.66,0.291,0,1665.1,0.053847,0.22,2225.2,135.582353041094,1.84598457017834,3.34736827058414,1.63031411656093,291,1.72052649648781,0.22468311489536,-1.16422539780228,0.0611233616,6,2.48485932584267,11.2978038124231,0.122551054591168,5.75177946018598,-3.20908131278677,134.42493627516,1.15741676593424
"24125505",50102525,50102524,50011773,0.2403,56922.0641033759,5.27,64.08,1.38,1.53,17.66,0.341,0,1664.81,0.053856,0.24,2224.97,139.843579055255,1.84598211561731,3.34732505749996,1.6302913696731,341,1.72050651304332,0.22466620887248,-1.16422539780228,0.0661924681,6,2.48357410188243,11.2977896925388,0.122540241036308,5.78729644841636,-3.19156133545238,138.651473777415,1.19210527784055
"24125507",50102526,50102525,50011859,7.8939,56782.2205243206,5.27,64.09,1.38,1.52,17.66,3.171,0.01,1664.47,0.053867,7.89,2224.73,219.728480383258,1.84597948571474,3.34727815062742,1.63026667841608,3171,1.72048482144455,0.224647857750232,-1.31416451612477,0.221424724007575,6,2.46117267300715,11.2977749571902,0.122532291830214,5.4670618179439,-3.05692635318409,217.894600734933,1.8338796483255
"24125509",50102527,50102526,50030030,0.0081,1962.19671098694,5.45,61.54,0.47,0.3,14.85,0.086,0,192.38,0.041844,0.01,258.35,179.093734741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24125511",50102528,50103780,50031756,1.5453,1685.86874620422,5.44,61.56,0.47,0.3,14.84,1.306,0.01,192.15,0.041894,1.55,258.25,91.6252571509687,0.506673261316158,2.41204268454065,1.13796911059261,1306,1.28799483887872,-0.141239489990557,-1.72764894263154,0.0167631243635935,4,2.44840916474122,10.6333224105358,0.196530570174708,5.13623857204863,-3.55803061014023,90.5128158597556,1.11244129121313
"24125513",50102529,50102528,50032716,2.0754,1593.57834437071,5.48,63.48,0.48,0.3,15.32,1.729,0.01,185.29,0.04296,2.08,248.88,65.3968320347116,0.500673110703847,2.39598633359462,1.12951722568718,1729,1.2805697452071,-0.147521133334388,-1.7885865526561,0.0108883056003023,4,2.52185879873667,10.599108557998,0.193588748521128,5.29651405506838,-3.68643832724413,64.5261235739234,0.870708460788241
"24125515",50102530,50102529,50033745,2.8737,1527.90609964439,5.47,65.75,0.45,0.3,15.6,1.54,0.01,178.91,0.044212,2.87,239.88,81.4347484012896,0.497465669851607,2.37999675585561,1.1211004894567,1540,1.27317553011546,-0.153776653341142,-1.79895890811081,0.0147875341738694,4,2.60519257503171,10.5989382466059,0.188279168591354,5.18930259034471,-3.6291454200718,80.2513330521082,1.18341534918143
"24125517",50102531,50102530,50034856,21.0276,1445.89164935006,5.52,66.77,0.44,0.3,15.82,7.109,0.01,174.33,0.044571,21.03,234.52,24.0831391377278,0.494616463038535,2.37017858921994,1.11593231552565,7109,1.26863522035276,-0.157617764031396,-2.4706024211419,0.00709146635690842,4,2.68007967609591,10.5909904674269,0.186479977183318,5.85277167340823,-4.14462613463911,23.7018013682759,0.381337769451859
